symbol,name,tag,published_at,title,url
SSE:601138,工业富联,earnings,2025-08-11,工业富联:富士康工业互联网股份有限公司2025年半年度报告摘要,https://data.eastmoney.com/notices/detail/601138/AN202508101724881652.html
SSE:601138,工业富联,risk,2025-08-05,工业富联:富士康工业互联网股份有限公司关于签订募集资金专户存储三方监管协议的公告,https://data.eastmoney.com/notices/detail/601138/AN202508041721365700.html
SSE:601138,工业富联,institutional_capital,2025-08-05,工业富联:富士康工业互联网股份有限公司关于股份回购进展公告,https://data.eastmoney.com/notices/detail/601138/AN202508041721365702.html
SSE:601138,工业富联,institutional_capital,2025-07-29,工业富联:富士康工业互联网股份有限公司关于2024年年度权益分派实施后调整回购价格上限的公告,https://data.eastmoney.com/notices/detail/601138/AN202507281717206580.html
SSE:601138,工业富联,institutional_capital,2025-07-29,工业富联:北京市金杜律师事务所关于富士康工业互联网股份有限公司2019年股票期权与限制性股票激励计划调整股票期权行权价格的法律意见书,https://data.eastmoney.com/notices/detail/601138/AN202507281717206585.html
SSE:601138,工业富联,institutional_capital,2025-07-29,工业富联:富士康工业互联网股份有限公司关于调整2019年股票期权与限制性股票激励计划股票期权行权价格的公告,https://data.eastmoney.com/notices/detail/601138/AN202507281717206584.html
SSE:601138,工业富联,institutional_capital,2025-07-29,工业富联:富士康工业互联网股份有限公司监事会关于调整2019年股票期权与限制性股票激励计划股票期权行权价格的核查意见,https://data.eastmoney.com/notices/detail/601138/AN202507281717206581.html
SSE:601138,工业富联,earnings,2025-07-24,工业富联:中国国际金融股份有限公司关于富士康工业互联网股份有限公司2024年度差异化分红事项的核查意见,https://data.eastmoney.com/notices/detail/601138/AN202507231714281220.html
SSE:601138,工业富联,earnings,2025-07-08,工业富联:富士康工业互联网股份有限公司2025年半年度业绩预告,https://data.eastmoney.com/notices/detail/601138/AN202507071704600000.html
SSE:601138,工业富联,institutional_capital,2025-07-03,工业富联:富士康工业互联网股份有限公司关于2019年股票期权与限制性股票激励计划2025年第二季度自主行权结果暨股份变动的公告,https://data.eastmoney.com/notices/detail/601138/AN202507021701631173.html
SSE:601138,工业富联,institutional_capital,2025-07-03,工业富联:富士康工业互联网股份有限公司关于股份回购进展公告,https://data.eastmoney.com/notices/detail/601138/AN202507021701631172.html
SSE:601138,工业富联,capacity_project,2025-06-28,工业富联:中国国际金融股份有限公司关于富士康工业互联网股份有限公司使用募集资金向募投项目实施主体增资实施募投项目的核查意见,https://data.eastmoney.com/notices/detail/601138/AN202506271698627053.html
SSE:601138,工业富联,institutional_capital,2025-06-28,工业富联:富士康工业互联网股份有限公司关于2019年股票期权与限制性股票激励计划限制行权期间的提示性公告,https://data.eastmoney.com/notices/detail/601138/AN202506271698627048.html
SSE:601138,工业富联,capacity_project,2025-06-28,工业富联:富士康工业互联网股份有限公司关于使用募集资金向募投项目实施主体增资实施募投项目的公告,https://data.eastmoney.com/notices/detail/601138/AN202506271698627046.html
SSE:601138,工业富联,institutional_capital,2025-06-20,工业富联:富士康工业互联网股份有限公司2024年年度股东大会法律意见书,https://data.eastmoney.com/notices/detail/601138/AN202506191693875856.html
SSE:601138,工业富联,institutional_capital,2025-06-20,工业富联:富士康工业互联网股份有限公司2024年年度股东大会决议公告,https://data.eastmoney.com/notices/detail/601138/AN202506191693875853.html
SSE:601138,工业富联,institutional_capital,2025-06-11,工业富联:富士康工业互联网股份有限公司关于2022年员工持股计划第二个锁定期届满暨解锁条件成就的公告,https://data.eastmoney.com/notices/detail/601138/AN202506101688249843.html
SSE:601138,工业富联,institutional_capital,2025-06-11,工业富联:富士康工业互联网股份有限公司2024年年度股东大会会议资料,https://data.eastmoney.com/notices/detail/601138/AN202506101688249784.html
SSE:601138,工业富联,institutional_capital,2025-06-04,工业富联:富士康工业互联网股份有限公司关于股份回购进展公告,https://data.eastmoney.com/notices/detail/601138/AN202506031684123078.html
SZSE:001389,广合科技,capacity_project,2026-05-28,广合科技:国联民生证券承销保荐有限公司关于广州广合科技股份有限公司使用募集资金向全资子公司增资实施募投项目的核查意见,https://data.eastmoney.com/notices/detail/001389/AN202605271822913535.html
SZSE:001389,广合科技,capacity_project,2026-05-28,广合科技:关于使用募集资金向全资子公司增资实施募投项目的公告,https://data.eastmoney.com/notices/detail/001389/AN202605271822913526.html
SZSE:001389,广合科技,institutional_capital,2026-05-28,广合科技:关于召开2025年年度股东会的通知,https://data.eastmoney.com/notices/detail/001389/AN202605271822913521.html
SZSE:001389,广合科技,investor_relations,2026-05-15,广合科技:2026年5月15日投资者关系活动记录表,https://data.eastmoney.com/notices/detail/001389/AN202605151822349572.html
SZSE:001389,广合科技,institutional_capital,2026-04-30,广合科技:关于公司2024年股票期权与限制性股票激励计划首次授予股票期权(特别授予部分)第一个行权期行权条件成就、首次授予限制性股票(特别授予部分)第一个解除限售期解除限售条件成就及注销部分股票期权与回购注销部分限制性股票的法律意见书,https://data.eastmoney.com/notices/detail/001389/AN202604291821744794.html
SZSE:001389,广合科技,institutional_capital,2026-04-30,广合科技:关于注销部分股票期权与回购注销部分限制性股票的公告,https://data.eastmoney.com/notices/detail/001389/AN202604291821742078.html
SZSE:001389,广合科技,earnings,2026-04-30,广合科技:2026年一季度报告,https://data.eastmoney.com/notices/detail/001389/AN202604291821742075.html
SZSE:001389,广合科技,institutional_capital,2026-04-30,广合科技:董事会薪酬与考核委员会关于2024年股票期权与限制性股票激励计划(特别授予部分)第一个行权期行权条件成就、第一个解除限售期解除限售条件成就及注销部分股票期权与回购注销部分限制性股票相关事项的核查意见,https://data.eastmoney.com/notices/detail/001389/AN202604291821741951.html
SZSE:001389,广合科技,investor_relations,2026-04-30,广合科技:关于举行2025年度网上业绩说明会的公告,https://data.eastmoney.com/notices/detail/001389/AN202604291821741949.html
SZSE:001389,广合科技,institutional_capital,2026-04-30,广合科技:关于2024年股票期权与限制性股票激励计划首次授予股票期权(特别授予部分)第一个行权期行权条件成就的公告,https://data.eastmoney.com/notices/detail/001389/AN202604291821741948.html
SZSE:001389,广合科技,institutional_capital,2026-04-30,广合科技:关于2024年股票期权与限制性股票激励计划首次授予限制性股票(特别授予部分)第一个解除限售期解除限售条件成就的公告,https://data.eastmoney.com/notices/detail/001389/AN202604291821741943.html
SZSE:001389,广合科技,institutional_capital,2026-04-25,广合科技:关于部分限制性股票回购注销完成的公告,https://data.eastmoney.com/notices/detail/001389/AN202604241821554069.html
SZSE:001389,广合科技,earnings,2026-04-09,广合科技:2026年第一季度业绩预告,https://data.eastmoney.com/notices/detail/001389/AN202604081821066953.html
SZSE:001389,广合科技,investor_relations,2026-03-30,广合科技:2026年3月30日投资者关系活动记录表,https://data.eastmoney.com/notices/detail/001389/AN202603301820868858.html
SZSE:001389,广合科技,capacity_project,2026-03-28,广合科技:关于部分募集资金投资项目延期的公告,https://data.eastmoney.com/notices/detail/001389/AN202603271820812041.html
SZSE:001389,广合科技,capacity_project,2026-03-28,广合科技:国联民生证券承销保荐有限公司关于广州广合科技股份有限公司部分募集资金投资项目延期的核查意见,https://data.eastmoney.com/notices/detail/001389/AN202603271820812035.html
SZSE:001389,广合科技,earnings,2026-03-28,广合科技:关于公司2025年度利润分配预案的公告,https://data.eastmoney.com/notices/detail/001389/AN202603271820812074.html
SZSE:001389,广合科技,earnings,2026-03-28,广合科技:2025年年度报告,https://data.eastmoney.com/notices/detail/001389/AN202603271820812045.html
SZSE:001389,广合科技,earnings,2026-03-28,广合科技:2025年年度报告摘要,https://data.eastmoney.com/notices/detail/001389/AN202603271820812054.html
SZSE:001389,广合科技,institutional_capital,2026-03-21,广合科技:关于控股股东及其一致行动人及持股5%以上股东持股比例被动稀释触及1%及5%整数倍的提示性公告,https://data.eastmoney.com/notices/detail/001389/AN202603201820666946.html
SZSE:001389,广合科技,institutional_capital,2026-03-17,广合科技:上海市锦天城(深圳)律师事务所关于广州广合科技股份有限公司2026年第一次临时股东会的法律意见书,https://data.eastmoney.com/notices/detail/001389/AN202603161820580947.html
SZSE:001389,广合科技,institutional_capital,2026-03-17,广合科技:2026年第一次临时股东会决议公告,https://data.eastmoney.com/notices/detail/001389/AN202603161820580951.html
SZSE:001389,广合科技,institutional_capital,2026-02-28,广合科技:关于召开2026年第一次临时股东会的通知,https://data.eastmoney.com/notices/detail/001389/AN202602271820106561.html
SZSE:001389,广合科技,institutional_capital,2026-02-28,广合科技:股东提名人选参选董事的程序(草案)(H股发行上市后适用),https://data.eastmoney.com/notices/detail/001389/AN202602271820106550.html
SZSE:001389,广合科技,institutional_capital,2026-02-28,广合科技:股东通讯政策(草案)(H股发行上市后适用),https://data.eastmoney.com/notices/detail/001389/AN202602271820106565.html
SZSE:001389,广合科技,institutional_capital,2026-02-28,广合科技:控股股东、实际控制人、董事、高级管理人员对外发布信息行为规范(2026年2月),https://data.eastmoney.com/notices/detail/001389/AN202602271820106543.html
SZSE:001389,广合科技,capacity_project,2026-01-30,广合科技:国联民生证券承销保荐有限公司关于广州广合科技股份有限公司使用募集资金向全资子公司增资实施募投项目的核查意见,https://data.eastmoney.com/notices/detail/001389/AN202601291818541744.html
SZSE:001389,广合科技,capacity_project,2026-01-30,广合科技:关于使用募集资金向全资子公司增资实施募投项目的公告,https://data.eastmoney.com/notices/detail/001389/AN202601291818541738.html
SZSE:001389,广合科技,earnings,2026-01-16,广合科技:2025年度业绩预告,https://data.eastmoney.com/notices/detail/001389/AN202601151817053683.html
SZSE:001389,广合科技,investor_relations,2025-12-23,广合科技:2025年12月11日-23日投资者关系活动记录表,https://data.eastmoney.com/notices/detail/001389/AN202512231806597070.html
SZSE:001389,广合科技,institutional_capital,2025-12-16,广合科技:2025年第五次临时股东会决议公告,https://data.eastmoney.com/notices/detail/001389/AN202512151801080722.html
SZSE:001389,广合科技,institutional_capital,2025-12-16,广合科技:上海市锦天城(深圳)律师事务所关于广州广合科技股份有限公司2025年第五次临时股东会的法律意见书,https://data.eastmoney.com/notices/detail/001389/AN202512151801080693.html
SZSE:001389,广合科技,institutional_capital,2025-12-16,广合科技:关于回购注销部分限制性股票减少注册资本暨通知债权人的公告,https://data.eastmoney.com/notices/detail/001389/AN202512151801080657.html
SZSE:001389,广合科技,institutional_capital,2025-12-10,广合科技:关于2024年股票期权与限制性股票激励计划首次授予股票期权(非特别授予部分)第一个行权期采用自主行权模式的提示性公告,https://data.eastmoney.com/notices/detail/001389/AN202512091797000258.html
SZSE:001389,广合科技,institutional_capital,2025-12-10,广合科技:关于2024年股票期权与限制性股票激励计划首次授予限制性股票(非特别授予部分)第一个解除限售期解除限售股份上市流通的提示性公告,https://data.eastmoney.com/notices/detail/001389/AN202512091797000261.html
SZSE:001389,广合科技,institutional_capital,2025-11-29,广合科技:《上海市锦天城(深圳)律师事务所关于公司2024年股票期权与限制性股票激励计划首次授予股票期权第一个行权期行权条件成就、首次授予限制性股票第一个解除限售期解除限售条件成就及注销部分股票期权与回购注销部分限制性股票的法律意见书》,https://data.eastmoney.com/notices/detail/001389/AN202511281790094692.html
SZSE:001389,广合科技,institutional_capital,2025-11-29,广合科技:关于召开2025年第五次临时股东会的通知,https://data.eastmoney.com/notices/detail/001389/AN202511281790094688.html
SZSE:001389,广合科技,institutional_capital,2025-11-29,广合科技:关于2024年股票期权与限制性股票激励计划首次授予限制性股票(非特别授予部分)第一个解除限售期解除限售条件成就的公告,https://data.eastmoney.com/notices/detail/001389/AN202511281790094687.html
SZSE:001389,广合科技,institutional_capital,2025-11-29,广合科技:关于2024年股票期权与限制性股票激励计划首次授予股票期权(非特别授予部分)第一个行权期行权条件成就的公告,https://data.eastmoney.com/notices/detail/001389/AN202511281790094689.html
SZSE:001389,广合科技,institutional_capital,2025-11-29,广合科技:关于注销部分股票期权与回购注销部分限制性股票的公告,https://data.eastmoney.com/notices/detail/001389/AN202511281790094685.html
SZSE:001389,广合科技,institutional_capital,2025-11-29,广合科技:董事会薪酬与考核委员会关于2024年股票期权与限制性股票激励计划(非特别授予部分)第一个行权期行权条件成就、第一个解除限售期解除限售条件成就及注销部分股票期权与回购注销部分限制性股票相关事项的核查意见,https://data.eastmoney.com/notices/detail/001389/AN202511281790094684.html
SZSE:001389,广合科技,institutional_capital,2025-11-14,广合科技:上海市锦天城(深圳)律师事务所关于广州广合科技股份有限公司2025年第四次临时股东会的法律意见书,https://data.eastmoney.com/notices/detail/001389/AN202511131780639115.html
SZSE:001389,广合科技,institutional_capital,2025-11-14,广合科技:2025年第四次临时股东会决议公告,https://data.eastmoney.com/notices/detail/001389/AN202511131780638312.html
SZSE:001389,广合科技,institutional_capital,2025-11-06,广合科技:关于2024年股票期权与限制性股票激励计划限制性股票预留授予登记完成的公告,https://data.eastmoney.com/notices/detail/001389/AN202511051775651177.html
SZSE:001389,广合科技,institutional_capital,2025-11-06,广合科技:关于2024年股票期权与限制性股票激励计划股票期权预留授予登记完成的公告,https://data.eastmoney.com/notices/detail/001389/AN202511051775649228.html
SZSE:001389,广合科技,institutional_capital,2025-10-31,广合科技:关于部分限制性股票回购注销完成的公告,https://data.eastmoney.com/notices/detail/001389/AN202510301772006382.html
SZSE:001389,广合科技,earnings,2025-10-28,广合科技:2025年三季度报告,https://data.eastmoney.com/notices/detail/001389/AN202510271770075210.html
SZSE:001389,广合科技,institutional_capital,2025-10-28,广合科技:关于召开2025年第四次临时股东会的通知,https://data.eastmoney.com/notices/detail/001389/AN202510271770075189.html
SZSE:001389,广合科技,capacity_project,2025-10-21,广合科技:关于拟购买土地使用权并投资建设云擎智造基地项目的进展公告,https://data.eastmoney.com/notices/detail/001389/AN202510201765742519.html
SZSE:001389,广合科技,institutional_capital,2025-10-11,广合科技:2025年第三次临时股东会决议公告,https://data.eastmoney.com/notices/detail/001389/AN202510101759613698.html
SZSE:001389,广合科技,institutional_capital,2025-10-11,广合科技:关于回购注销部分限制性股票减少注册资本暨通知债权人的公告,https://data.eastmoney.com/notices/detail/001389/AN202510101759613700.html
SZSE:001389,广合科技,institutional_capital,2025-10-11,广合科技:上海市锦天城(深圳)律师事务所关于广州广合科技股份有限公司2025年第三次临时股东会的法律意见书,https://data.eastmoney.com/notices/detail/001389/AN202510101759613702.html
SZSE:001389,广合科技,capacity_project,2025-09-26,广合科技:关于拟购买土地使用权并投资建设云擎智造基地项目的进展公告,https://data.eastmoney.com/notices/detail/001389/AN202509251750356971.html
SZSE:001389,广合科技,institutional_capital,2025-09-24,广合科技:上海市锦天城(深圳)律师事务所关于广州广合科技股份有限公司2024年股票期权与限制性股票激励计划调整、预留授予及注销部分股票期权与回购注销部分限制性股票相关事项的法律意见书,https://data.eastmoney.com/notices/detail/001389/AN202509231749196548.html
SZSE:001389,广合科技,institutional_capital,2025-09-24,广合科技:董事会薪酬与考核委员会关于2024年股票期权与限制性股票激励计划调整、预留授予及注销部分股票期权与回购注销部分限制性股票相关事项的核查意见,https://data.eastmoney.com/notices/detail/001389/AN202509231749196551.html
SZSE:001389,广合科技,institutional_capital,2025-09-24,广合科技:2024年股票期权与限制性股票激励计划预留授予激励对象名单(授予日),https://data.eastmoney.com/notices/detail/001389/AN202509231749196545.html
SZSE:001389,广合科技,institutional_capital,2025-09-24,广合科技:关于注销部分股票期权与回购注销部分限制性股票的公告,https://data.eastmoney.com/notices/detail/001389/AN202509231749196552.html
SZSE:001389,广合科技,institutional_capital,2025-09-24,广合科技:关于向激励对象授予预留股票期权与限制性股票的公告,https://data.eastmoney.com/notices/detail/001389/AN202509231749196549.html
SZSE:001389,广合科技,institutional_capital,2025-09-24,广合科技:关于召开2025年第三次临时股东会的通知,https://data.eastmoney.com/notices/detail/001389/AN202509231749196550.html
SZSE:001389,广合科技,investor_relations,2025-09-19,广合科技:2025年9月19日投资者关系活动记录表,https://data.eastmoney.com/notices/detail/001389/AN202509191746786895.html
SZSE:001389,广合科技,investor_relations,2025-09-17,广合科技:关于参加广东辖区2025年投资者网上集体接待日活动的公告,https://data.eastmoney.com/notices/detail/001389/AN202509161744804818.html
SZSE:001389,广合科技,investor_relations,2025-09-13,广合科技:2025年8月29日-9月11日投资者关系活动记录表,https://data.eastmoney.com/notices/detail/001389/AN202509141743522671.html
SZSE:001389,广合科技,institutional_capital,2025-09-13,广合科技:上海市锦天城(深圳)律师事务所关于广州广合科技股份有限公司2025年第二次临时股东会的法律意见书,https://data.eastmoney.com/notices/detail/001389/AN202509121742453169.html
SZSE:001389,广合科技,institutional_capital,2025-09-13,广合科技:2025年第二次临时股东会决议公告,https://data.eastmoney.com/notices/detail/001389/AN202509121742453166.html
SZSE:001389,广合科技,capacity_project,2025-08-28,广合科技:关于拟购买土地使用权并投资建设云擎智造基地项目的公告,https://data.eastmoney.com/notices/detail/001389/AN202508271735481740.html
SZSE:001389,广合科技,institutional_capital,2025-08-28,广合科技:关于召开2025年第二次临时股东会的通知,https://data.eastmoney.com/notices/detail/001389/AN202508271735481746.html
SZSE:001389,广合科技,earnings,2025-08-22,广合科技:半年报董事会决议公告,https://data.eastmoney.com/notices/detail/001389/AN202508211731689006.html
SZSE:001389,广合科技,earnings,2025-08-22,广合科技:2025年半年度报告摘要,https://data.eastmoney.com/notices/detail/001389/AN202508211731689004.html
SZSE:001389,广合科技,earnings,2025-08-22,广合科技:2025年半年度报告,https://data.eastmoney.com/notices/detail/001389/AN202508211731688997.html
SZSE:001389,广合科技,earnings,2025-07-12,广合科技:2025年半年度业绩预告,https://data.eastmoney.com/notices/detail/001389/AN202507111706986220.html
SZSE:001389,广合科技,capacity_project,2025-06-26,广合科技:关于使用募集资金向全资子公司增资实施募投项目的公告,https://data.eastmoney.com/notices/detail/001389/AN202506251697385042.html
SZSE:001389,广合科技,capacity_project,2025-06-26,广合科技:民生证券股份有限公司关于广州广合科技股份有限公司使用募集资金向全资子公司增资实施募投项目的核查意见,https://data.eastmoney.com/notices/detail/001389/AN202506251697385044.html
SZSE:002290,禾盛新材,risk,2026-05-29,禾盛新材:2026年度以简易程序向特定对象发行股票摊薄即期回报的风险提示及填补回报措施和相关主体承诺的公告,https://data.eastmoney.com/notices/detail/002290/AN202605281822952250.html
SZSE:002290,禾盛新材,risk,2026-05-29,禾盛新材:关于最近五年不存在被证券监管部门和交易所采取监管措施或处罚及整改情况的公告,https://data.eastmoney.com/notices/detail/002290/AN202605281822952245.html
SZSE:002290,禾盛新材,institutional_capital,2026-05-16,禾盛新材:关于控股股东部分股份质押的公告,https://data.eastmoney.com/notices/detail/002290/AN202605151822352084.html
SZSE:002290,禾盛新材,capacity_project,2026-05-15,禾盛新材:关于出售厂房进展暨完成产权过户的公告,https://data.eastmoney.com/notices/detail/002290/AN202605141822319918.html
SZSE:002290,禾盛新材,earnings,2026-04-29,禾盛新材:2026年一季度报告,https://data.eastmoney.com/notices/detail/002290/AN202604281821666411.html
SZSE:002290,禾盛新材,institutional_capital,2026-04-28,禾盛新材:2026年第二次临时股东会决议公告,https://data.eastmoney.com/notices/detail/002290/AN202604271821627398.html
SZSE:002290,禾盛新材,institutional_capital,2026-04-28,禾盛新材:禾盛新材2026年第二次临时股东会的法律意见书,https://data.eastmoney.com/notices/detail/002290/AN202604271821627434.html
SZSE:002290,禾盛新材,institutional_capital,2026-04-24,禾盛新材:安徽承义律师事务所关于禾盛新材2025年年度股东会的法律意见书,https://data.eastmoney.com/notices/detail/002290/AN202604231821504129.html
SZSE:002290,禾盛新材,institutional_capital,2026-04-24,禾盛新材:2025年度股东大会决议公告,https://data.eastmoney.com/notices/detail/002290/AN202604231821504125.html
SZSE:002290,禾盛新材,institutional_capital,2026-04-11,禾盛新材:关于召开2026年第二次临时股东会的通知,https://data.eastmoney.com/notices/detail/002290/AN202604101821127005.html
SZSE:002290,禾盛新材,investor_relations,2026-04-09,禾盛新材:002290禾盛新材投资者关系管理信息20260409,https://data.eastmoney.com/notices/detail/002290/AN202604091821092264.html
